Comment,Category,Keyword
não veio na cor q eu fiz a compra,Pedido Errado,cor
"Até o momento não recebi minha encomenda,sem confiança.",Logística,recebimento
"Não posso avaliar, não sei oque houve !",Outros,análise inconclusiva
Já passou o prazo de entrega e ainda não recebi o produto.,Logística,prazo
"Comprei há muito tempo já! Comprei dois ao mesmo tempo, sei lá porque eles enviaram os dois filtros separados. Chegou apenas um, o outro não chegou até hoje e ainda não obtive nenhuma resposta da loja",Pedido Errado,quantidade
"COmprei 15x13 e me mandaram 13x18. Inútil pra mim, usei a ferramenta do stark pra entrar em contato e até agora ninguém me respondeu.",Atendimento,contato
Produto não funciona aparentemente o produto não é original.,Qualidade,funcionalidade
"este produto que eu comprei, é uma propaganda enganoza, pois o suporte não suporta o peso do cellular. fica caindo no chão do carro. gostaria de saber como fico com está situação. Antonio",Qualidade,propaganda
Nem a nota foi emitida. Cansei e solicitei ao stark o cancelamento e devolução do meu cupom de 100 reais. Recebi um cupom no valor total da com. Serei obrigado a comprar algo que não preciso. Lixo,Qualidade,insatisfação
"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",Pedido Errado,faltou
já está com quase um mês que fiz o pedido e o produto ainda não chegou.,Logística,chegada
Até o momento não recebi o produto,Logística,recebimento
Toner não funciona. Impressão de péssima qualidade. Quase não dá pra ver a impressão,Qualidade,funcionalidade
"Não comprem essa película. Não cola. Veio ressecada a cola ou algo do tipo, atrapalha no touch screen.",Outros,análise inconclusiva
"O produto não foi entregue, houve a necessidade de retirar nos correios",Pedido Errado,cor
Foi entregue apenas um dos itens. O segundo não foi.,Pedido Errado,quantidade
Simplesmente horrível o produto,Outros,análise inconclusiva
Produto não atendeu as expectativas,Outros,análise inconclusiva
"Só acho que devia enviar logo o produto eu sempre compro ,mais dessa vez meu produto ainda não chegou.",Logística,chegada
Produto foi entregue parcialmente não recebi o que comprei,Logística,status entrega
"Recebi o produto, porém ao abrir o produto estava danificado, o pior de tudo a grande dificuldade para reclamar e após 3 dias sem nenhuma resposta.",Atendimento,comunicação
"Essa foi a pior compra da minha vida, comprei dia 11/6/17 para receber dia 05/07/17 e até hoje não recebi e ninguém me ligou para dar uma satisfação. A pior comprar da minha vida.",Logística,recebimento
"No mesmo dia que usei já encheu de bolinhas, fino demais",Outros,análise inconclusiva
Veio totalmente errado E o material falado no site não e5 o mesmo é uma porcaria queria trocar e não consegui,Pedido Errado,produto errado
"O produto ainda não foi entregue. Já realizei compras mais recentes na lannister, porem i produto deste pedido ainda não foi entregue.",Logística,status entrega
"Eu comprei esse pendente e antes deles emitorem a NF e postarem eu cancelei pois achei outro que me agradava melhor, e mesmo assim recebi o produto. Acredito que devia ter um controle melhor.",Pedido Errado,produto diferente
"O produto demorou cerca de dois meses para chegar. Além disso, o produto não contém as medidas divulgadas no anúncio. Não recomendo.",Qualidade,anúncio
"Produto ainda não foi entregue, mas deixo essa opinião aqui como uma observação até a expiração da data.",Logística,status entrega
"O cumprimento do prazo ocorreu, entretanto a qualidade do produto foi péssima. O produto não vem em embalagem original da Philips e apresenta diferenças entre a lamina original. O uso demonstrou-se pe",Pedido Errado,cor
Comprei 2 e só veio 1. Espero uma resposta pois só esse pedido que veio errado. Aguardo o outro ah eu.,Pedido Errado,quantidade
"Produto de péssima qualidade. Além de vir errado. Pedi na cor preta e veio branca. Pedi 2,00x 2,20 e veio 2,00 x 2,60. Veio com ilhós soltos. O blackout todo.amassado. quero meu dinheiro de volta.",Pedido Errado,quantidade
O produto é falsificado. Não veio com manual e nem com certificado de garantia da Orient.,Outros,análise inconclusiva
"Achei o produto muito leve em relação aos modelos antigos. Ele é completamente feito em plástico, entenda-se, uma ducha corona mais potente.",Pedido Errado,cor
"Comprei dois pneus, paguei dois pneus, pedido efetuado e pago de dois pneus. Recebi em casa nota fiscal referente aos dois pneus, mas só um pneu dentro da embalagem. Aguardo posicionamento à respeito",Logística,recebimento
"O pedido foi feito duas vezes e não foi entregue.A primeira vez foi por que o número da casa estava errado, a segunda nÃo recebi justificativa.",Pedido Errado,produto errado
"Foi entregue apenas um dos produtos que eu comprei, sendo que falta mais um a ser entregue e o codigo pra rastrear diz que ja foi encerrado",Pedido Errado,quantidade
"Além da demora para emitir a nota fiscal, a demora para a devolução do dinheiro, em caso de cancelamento da compra, demora uma eternidade.  Já faz 2 semanas que solicitei o cancelamento e nada.",Atendimento,financeiro
Gostei e recomendo!! É de confiança!!,Outros,análise inconclusiva
não recebi meu produto e não obtive nenhuma resposta ainda,Atendimento,comunicação
"Estou esperando até agora a entrega do produto, a nota fiscal não foi nem faturada ainda e já faz mais de um mês a data da compra ! Estou esperando alguma informação da lannister sobre a compra.",Logística,entrega
Até o momento não houve o recebimento do produto,Logística,recebimento
"Deveria entregar na minha residência como no combinado na hora da compra, Mais infelizmente eles enganam o povo e temos que perder uma hora de trabalho para ir retirar mercadoria na Ag dos correios..",Pedido Errado,cor
Não gostei e não recomendo. O som é baixo e logo de início já não funcionou um dos lados do fone. Horrível,Outros,análise inconclusiva
"Produto veio com lacre violado. Embora aparentemente parece que não foi usado, mas o lacre violado não passa segurança. Ainda mais quando a gente compra para dar de presente, o que foi o caso.",Outros,análise inconclusiva
até o presente momento não foi entregue!,Logística,status entrega
"Pedi duas cadeiras, e veio somente uma e ainda por cima faltando peça, quero devolver.",Pedido Errado,faltando
"no site o produto ta de uma forma e quando me enviaram enviaram na cor errada, sendo que nao tinha opções de cores, e no anuncio o produto era branco",Pedido Errado,cor
Impossível avaliar sem o produto em mãos,Outros,análise inconclusiva
não recebi a mercadoria ainda.,Logística,recebimento
"Comprei 02 computadores, e um deles veio com defeito. Mesmo abrindo 02 reclamações, nem a baratheon e nem a targaryen sequer responderam as minhas reclamações",Qualidade,defeito
Não entregou o produto e não entrou em contato.,Atendimento,contato
Recebi um produto diferente do que foi requisitado. A imagem do anúncio não condiz com o produto recebido.,Qualidade,anúncio
O descrição do do produto no site .sobre o tamanho não confere com produto recebido....muito pequena .....,Pedido Errado,tamanho
Tudo de acordo com o combinado.,Pedido Errado,cor
"Preciso de retorno de vcs, o pq de não ter chego o meu pedido.",Outros,análise inconclusiva
"Na minha compra realizada em 20/09/17 a loja targaryen não teve a mercadoria e até agora nem targaryen, nem stark resolveram. A mercadoria e o frete foram pagos e é o que eu acho que deve ser reembolsado.",Logística,frete
"Não sei o que aconteceu ! Estou tentando entender, comprei o produto não recebi,mandei mensagem , não retornaram minha mensagem, sempre compro no site lannister e nunca tive problema com entrega.",Atendimento,mensagem
"Comprei um plafon com cristal e dois pendentes, consta no e-mail que me encaminharam que foi entregue, mas os pendentes não recebi, somente o plafon.",Logística,status entrega
"Quero saber o que aconteceu com a minha entrega, o prazo ja passou e nao tive satisfacao dos responsaveis.",Logística,prazo
meu produto não chego ainda y já paso o praso de entrega,Logística,entrega
Já faz mais de um mês que estou esperando minha cortina chegar...estou negativando pois vocês ficaram com o meu dinheiro e nao me entregaram nada...,Pedido Errado,cor
"Comprei um relógio Casio e oque me foi entregue não bate com o número de série que comprei,, pelo que eu identifique parece uma réplica gostaria muito de devolver este produto",Qualidade,falsificação
"Boa tarde , não recebi os dois cesto conforme a NF. Recebi somente um , e paguei por dois , espero um contato o mais rápido possível.",Pedido Errado,quantidade
Não entregaram os lençóis comprados,Logística,entrega
"Eu recebi as essências, mas está faltando o Kit Colágeno hidrolisado. No site e por e-mail esta dizendo que foi recebido juntos. Só que ainda aguardo os colágenos.",Pedido Errado,faltando
"Nem tentaram entregar o produto pois os dias e horários que constam no sistema eu estava em casa, além de não terem deixado nenhum comunicado na caixa dos correios de meu prédio inf tentativa entrega.",Pedido Errado,cor
"Boa tarde, pedi 3 gorros mas só recebi, é agora que faço?",Logística,recebimento
Comprei 2 relógios mas só chegou 1. Já mandei mensagens informando e até agora não tive respostas.,Atendimento,comunicação
Sempre comprei no site e fique muito satisfeito infelizmente pela primeira vez aconteceu esse imprevisto  Espero que o problema seja resolvido em breve pois preciso da mercadoria,Outros,site
Foi entregue apenas 2 capas das cadeiras sem a toalha de mesa sem outras 4 capas das cadeiras Isso que foi cobrado um preco muito alto pela entrega,Logística,entrega
Pedido entregue foi diferente do da imagem do produto da venda. Inclusive produto foi removido do site depois da entrega.,Qualidade,divergência
"Recebi apenas um produto, e não dois, como paguei. Quero urgente o resto do pedido, pois tenho pressa",Pedido Errado,quantidade
Produto não corresponde a imagem de venda,Pedido Errado,cor
"Comprei 3 plafons de led, 2 ralos inteligentes e 2 luminarias. Um dos ralos veio quebrado, comprometendo a funcionalidade do mesmo, e as 2 luminárias simplesmente não foram entregues. E ate agora nada",Qualidade,avaria
Comprei são faz tempo e nada estou indiguinado paguei 279 e cadê meu aparelho,Outros,comprei
Estou aguardando posição da loja,Logística,espera
Ainda no aguardo da entrega do produto.,Logística,entrega
"Boa tarde,qdo comprei era cartucho hp 933XL original e veio cartucho desconhecido com tinta. No anuncio nao deveriam colocar a embalagem do produto,pois pela foto é que eu queria mas vei o generico.",Qualidade,originalidade
Pedi e paguei três produtos e recebi apenas 2. Quero o terceiro produto pedido e pago.,Logística,recebimento
uma vergonha ...paguei e não recebi o produto !!!,Logística,recebimento
Vocês venderam algo que não tinham no estoque. Esse procedimento é problemático. Minha filha ainda aguarda a boneca que comprei. Passou o Natal e nada. Vem o ano novo amanhã. E nada. Quero o produto.,Outros,comprei
Não recebi o produto e nem tive resposta da loja para saber o que aconteceu. Até agora só estou tendo problemas com a compra.,Atendimento,comunicação
Não me entregaram o pedido tive que ir buscar no correio.,Pedido Errado,cor
"Estou tentando o reembolso da compra, uma vez que tentei realizar o cancelamento da compra e o site não permitiu. Já devolvi o produto conforme orientação e não recebi nenhum retorno.",Atendimento,financeiro
"Já recebi diferentes e-mails: confirmação da entrega, dificuldades para confirmar pedido, pedido ainda não confirmado e mais uma vez, de confirmação da entrega. Será que chega?",Qualidade,divergência
"so entregou um relogio, esta faltando o do homem aranha",Pedido Errado,faltando
"E a segunda vez que pago frete é mandam eu ir retirar nos correios ,eo frete serve p quê?",Pedido Errado,cor
Não me.enviaram as porca me dando muito trabalho para adotar outras no lugar,Outros,análise inconclusiva
"Eu comprei. porém estava demorando demais a emissão da nota fiscal, daí achei melhor cancelar o pedido. Estou aguardando o estorno do pagamento que até o momento não foi feito.",Atendimento,financeiro
Minha compra venho incompleta. Tá faltando o chicote. Tento liga e só tem gravação não consigo falar com atendente.,Pedido Errado,faltando
Não responde as solicitações de atendimento.,Atendimento,atendimento
no anuncio esta como original e me enviaram um produto similiar - propaganda inganosa,Qualidade,originalidade
"Recebi um produto da mesma marca, porém inferior ao que eu havia comprado, sem aviso algum do fornecedor.",Qualidade,qualidade
"Comprei errado e me ferrei! Excelenta site para compra mas os serviços acessórios de pós venda, orientação de troca, arrependimento não funcionam!",Pedido Errado,produto errado
A descrição do produto fala q serve para veículos a parti de 2007 O que não é vdd tenho q fazer a troca do produto só serve para modelo 2009 pra frente,Pedido Errado,modelo
